ID,EDAD,ID_ATLETA,ID_RESULTADO,ID_PAIS_REPRESENTA
1206,62,467,685,1
1207,38,468,683,1
1208,38,468,684,1
1209,38,468,685,1
1210,28,469,695,1
1211,28,469,696,1
1212,32,470,697,1
1213,40,470,698,1
1214,20,471,699,1
1215,20,471,696,1
1216,24,471,700,1
1217,24,471,701,1
1218,28,471,702,1
1219,28,471,703,1
1220,24,472,704,1
1221,24,472,705,1
1222,,473,706,1
1223,51,474,707,18
1224,42,475,708,1
1225,42,475,709,1
1226,54,475,683,1
1227,54,475,684,1
1228,54,475,685,1
1229,39,476,710,1
1230,22,477,711,1
1231,22,477,705,1
1232,27,478,712,1
1233,27,478,713,1
1234,24,479,714,1
1235,24,479,715,1
1236,24,479,716,1
1237,,480,717,1
1238,30,481,718,1
1239,,482,719,1
1240,,482,720,1
1241,43,483,721,1
1242,36,484,683,1
1243,36,484,684,1
1244,36,484,685,1
1245,23,485,722,1
1246,23,485,701,1
1247,22,486,723,1
1248,32,487,683,1
1249,32,487,684,1
1250,32,487,685,1
1251,,488,724,1
1252,48,489,725,1
1253,43,490,726,1
1254,43,490,727,1
1255,,491,728,1
1256,,491,729,1
1257,40,492,730,1
1258,40,492,683,1
1259,40,492,684,1
1260,40,492,685,1
1261,,493,731,1
1262,,493,732,1
1263,44,494,733,1
1264,44,494,734,1
1265,56,494,683,1
1266,56,494,684,1
1267,56,494,685,1
1268,,495,735,1
1269,,495,736,1
1270,43,496,737,1
1271,43,496,738,1
1272,20,497,739,1
1273,20,497,696,1
1274,33,498,740,1
1275,33,498,741,1
1276,21,500,742,1
1277,21,500,701,1
1278,25,500,743,1
1279,25,500,703,1
1280,47,501,744,1
1281,28,502,745,1
1282,28,502,705,1
1283,38,503,746,1
1284,38,503,747,1
1285,18,504,748,32
1286,18,504,749,32
1287,22,504,750,33
1288,26,504,751,33
1289,26,504,752,33
1290,34,504,753,34
1291,38,504,754,34
1292,38,504,755,34
1293,31,505,756,3
1294,24,506,757,3
1295,25,507,758,4
1296,25,507,759,4
1297,20,508,760,3
1298,24,508,761,3
1299,24,508,762,3
1300,31,509,763,3
1301,31,509,762,3
1302,36,510,764,4
1303,36,510,765,4
1304,40,510,766,4
1305,40,510,767,4
1306,26,511,768,3
1307,45,512,769,3
1308,45,512,762,3
1309,21,513,770,4
1310,21,513,759,4
1311,25,513,771,4
1312,25,513,765,4
1313,29,513,772,4
1314,29,513,767,4
1315,33,513,773,4
1316,33,513,774,4
1317,35,514,775,3
1318,24,515,776,4
1319,24,515,759,4
1320,43,516,777,3
1321,43,516,778,3
1322,37,517,779,3
1323,26,518,780,3
1324,22,519,781,3
1325,26,519,782,3
1326,26,519,778,3
1327,44,520,783,3
1328,25,521,784,4
1329,25,521,785,4
1330,27,522,786,4
1331,27,522,785,4
1332,35,523,787,3
1333,21,524,788,4
1334,21,524,785,4
1335,35,525,789,3
1336,37,526,790,3
1337,37,526,778,3
1338,27,527,791,4
1339,27,527,765,4
